subject,condition,repeat,alpha,alpha_se,beta,beta_se,psuedoR2,BIC
social,4021,10,0.018144,0.009156,49.999997,20.074713,0.784610,37.793691
social,4022,1,0.125190,0.039038,3.827883,3.496387,0.301835,105.008571
social,4022,2,0.125190,0.041153,3.827883,1.652705,0.301835,105.008571
social,4022,3,0.125190,0.314217,3.827883,1.082971,0.301835,105.008571
social,4022,4,0.125190,0.178190,3.827883,3.665764,0.301835,105.008571
social,4022,5,0.125190,0.121568,3.827883,0.619072,0.301835,105.008571
social,4022,6,0.125190,0.090095,3.827883,0.209260,0.301835,105.008571
social,4022,7,0.125190,0.683086,3.827882,7.033603,0.301835,105.008571
social,4022,8,0.125190,0.253936,3.827883,3.973493,0.301835,105.008571
social,4022,9,0.125190,0.192366,3.827883,3.818839,0.301835,105.008571
social,4022,10,0.125190,0.119864,3.827883,2.539661,0.301835,105.008571
social,4023,1,0.165101,0.108901,3.150672,0.579763,0.293566,106.143412
social,4023,2,0.165100,0.146183,3.150672,1.200144,0.293566,106.143412
social,4023,3,0.165101,0.075535,3.150672,1.355813,0.293566,106.143412
social,4023,4,0.165101,0.121197,3.150672,1.496127,0.293566,106.143412
social,4023,5,0.165101,0.102962,3.150672,0.135442,0.293566,106.143412
social,4023,6,0.165100,0.102583,3.150672,0.830477,0.293566,106.143412
social,4023,7,0.165101,0.191335,3.150672,2.373646,0.293566,106.143412
social,4023,8,0.165101,0.090970,3.150672,0.693948,0.293566,106.143412
social,4023,9,0.165101,0.114697,3.150672,1.489807,0.293566,106.143412
social,4023,10,0.165101,0.093704,3.150672,0.753404,0.293566,106.143412
social,4025,1,0.197798,0.071392,14.390276,4.418011,0.807466,35.901166
social,4025,2,0.197798,0.056343,14.390276,5.381475,0.807466,35.901166
social,4025,3,0.197798,0.146237,14.390276,4.906158,0.807466,35.901166
social,4025,4,0.197798,0.107729,14.390277,7.019248,0.807466,35.901166
social,4025,5,0.197798,3.671178,14.390276,4.401150,0.807466,35.901166
social,4025,6,0.197798,0.051859,14.390278,3.302577,0.807466,35.901166
social,4025,7,0.197798,0.055859,14.390277,5.525220,0.807466,35.901166
social,4025,8,0.197798,1.480028,14.390276,9.528231,0.807466,35.901166
social,4025,9,0.197798,0.039530,14.390275,3.814979,0.807466,35.901166
social,4025,10,0.197798,0.187105,14.390277,6.042255,0.807466,35.901166
social,4026,1,0.239098,0.144025,12.762346,9.070611,0.858869,27.043258
social,4026,2,0.239098,0.463860,12.762343,11.563843,0.858869,27.043258
social,4026,3,0.239098,0.088142,12.762346,3.049712,0.858869,27.043258
social,4026,4,0.239098,0.242585,12.762346,13.666567,0.858869,27.043258
social,4026,5,0.239098,0.098688,12.762345,6.219838,0.858869,27.043258
social,4026,6,0.239098,0.152688,12.762345,8.920943,0.858869,27.043258
social,4026,7,0.239098,0.103961,12.762344,8.947377,0.858869,27.043258
social,4026,8,0.239098,0.156407,12.762343,9.568783,0.858869,27.043258
social,4026,9,0.239098,0.161127,12.762346,9.951698,0.858869,27.043258
social,4026,10,0.239098,0.146807,12.762347,9.005100,0.858869,27.043258
social,4027,1,0.598326,0.154555,3.673836,0.749787,0.570928,68.077455
social,4027,2,0.598326,0.158196,3.673836,0.962596,0.570928,68.077455
social,4027,3,0.598326,0.146663,3.673836,0.963123,0.570928,68.077455
social,4027,4,0.598326,0.173687,3.673836,0.795131,0.570928,68.077455
social,4027,5,0.598326,0.134624,3.673836,0.905052,0.570928,68.077455
social,4027,6,0.598326,0.163764,3.673836,1.174265,0.570928,68.077455
social,4027,7,0.598326,0.146428,3.673836,0.781423,0.570928,68.077455
social,4027,8,0.598326,0.447699,3.673836,0.383313,0.570928,68.077455
social,4027,9,0.598326,0.586701,3.673836,3.348896,0.570928,68.077455
social,4027,10,0.598326,0.173010,3.673836,1.387807,0.570928,68.077455
social,4028,1,0.204836,0.053369,6.313781,1.344877,0.635179,59.785265
social,4028,2,0.204836,0.045567,6.313780,0.965357,0.635179,59.785265
social,4028,3,0.204836,0.044638,6.313781,1.593800,0.635179,59.785265
social,4028,4,0.204836,0.120290,6.313781,0.710363,0.635179,59.785265
social,4028,5,0.204836,0.064901,6.313781,1.041982,0.635179,59.785265
social,4028,6,0.204836,0.054672,6.313781,0.605267,0.635179,59.785265
social,4028,7,0.204836,0.068583,6.313781,0.912484,0.635179,59.785265
social,4028,8,0.204836,0.067214,6.313781,0.903427,0.635179,59.785265
social,4028,9,0.204836,0.047757,6.313781,1.575014,0.635179,59.785265
social,4028,10,0.204836,0.066818,6.313781,2.689510,0.635179,59.785265
social,4029,1,0.015430,0.026686,49.999880,91.230929,0.775247,39.039839
social,4029,2,0.015430,0.009700,49.999981,29.642141,0.775247,39.039839
social,4029,3,0.015430,0.082445,49.999521,33.458066,0.775247,39.039839
social,4029,4,0.015430,0.011588,49.999880,37.090078,0.775247,39.039839
social,4029,5,0.015430,0.023787,49.999976,72.908203,0.775247,39.039839
social,4029,6,0.015430,0.014604,49.999981,56.092343,0.775247,39.039839
social,4029,7,0.015430,0.029277,49.999880,81.878521,0.775247,39.039839
social,4029,8,0.015430,0.073685,49.999521,111.292774,0.775247,39.039839
social,4029,9,0.015430,0.022569,49.999521,65.986608,0.775247,39.039839
social,4029,10,0.015430,0.027098,49.999521,88.541767,0.775247,39.039839
social,4030,1,0.033529,0.027014,18.610018,11.541494,0.693286,49.054982
social,4030,2,0.033529,0.103658,18.609964,55.842946,0.693286,49.054982
social,4030,3,0.033529,0.048675,18.609907,53.695873,0.693286,49.054982
social,4030,4,0.033528,0.116495,18.610282,55.339129,0.693286,49.054982
social,4030,5,0.033529,0.034136,18.609974,28.263384,0.693286,49.054982
social,4030,6,0.033528,0.049685,18.610318,87.277215,0.693286,49.054982
social,4030,7,0.033528,0.159665,18.610469,55.401780,0.693286,49.054982
social,4030,8,0.033529,0.446784,18.609971,170.425565,0.693286,49.054982
social,4030,9,0.033528,4.644164,18.610171,124.840024,0.693286,49.054982
social,4030,10,0.033528,0.057294,18.610462,32.184979,0.693286,49.054982
social,4031,1,0.193087,0.336723,5.446009,0.505330,0.617968,60.521410
social,4031,2,0.193087,0.128577,5.446009,1.375346,0.617968,60.521410
social,4031,3,0.193087,0.052818,5.446009,3.396537,0.617968,60.521410
social,4031,4,0.193087,0.412734,5.446009,0.729033,0.617968,60.521410
social,4031,5,0.193087,0.037809,5.446009,0.863808,0.617968,60.521410
social,4031,6,0.193087,0.082249,5.446009,1.178199,0.617968,60.521410
social,4031,7,0.193086,0.091209,5.446010,0.907557,0.617968,60.521410
social,4031,8,0.193087,0.397557,5.446009,0.727709,0.617968,60.521410
social,4031,9,0.193087,0.057759,5.446009,2.586109,0.617968,60.521410
social,4031,10,0.193087,1.078257,5.446009,4.198841,0.617968,60.521410
social,4033,1,0.003374,0.003476,49.998837,49.873779,0.409313,83.538535
social,4033,2,0.003375,0.001787,49.994185,23.322585,0.409313,83.538535
social,4033,3,0.003374,0.011049,49.998837,157.101628,0.409313,83.538535
social,4033,4,0.003424,0.003506,49.294136,50.106359,0.409313,83.538535
social,4033,5,0.003374,0.002127,49.999988,29.605209,0.409313,83.538535
social,4033,6,0.003376,0.002376,49.970953,32.769448,0.409313,83.538535
social,4033,7,0.003374,0.005094,49.998837,80.254869,0.409313,83.538535
social,4033,8,0.003384,0.012259,49.855440,177.432458,0.409313,83.538535
social,4033,9,0.003375,0.001219,49.994185,13.954730,0.409313,83.538535
social,4033,10,0.003375,0.009198,49.995348,135.640288,0.409313,83.538535
social,4034,1,0.372881,0.072275,6.569367,1.418661,0.778778,39.878282
social,4034,2,0.372881,0.097685,6.569367,1.939945,0.778778,39.878282
social,4034,3,0.372881,0.112258,6.569367,4.269760,0.778778,39.878282
social,4034,4,0.372881,0.099492,6.569367,1.366438,0.778778,39.878282
social,4034,5,0.372881,0.100397,6.569367,1.723453,0.778778,39.878282
social,4034,6,0.372881,0.147426,6.569367,3.515597,0.778778,39.878282
social,4034,7,0.372881,0.270237,6.569367,1.837353,0.778778,39.878282
social,4034,8,0.372881,0.101111,6.569367,1.014232,0.778778,39.878282
social,4034,9,0.372881,0.119780,6.569367,1.623420,0.778778,39.878282
social,4034,10,0.372881,0.133533,6.569367,1.371738,0.778778,39.878282
social,4035,1,0.170770,0.079676,4.082370,1.054547,0.541791,71.420825
social,4035,2,0.170770,0.055504,4.082370,1.195315,0.541791,71.420825
social,4035,3,0.170770,0.119517,4.082371,1.181639,0.541791,71.420825
social,4035,4,0.170770,0.100095,4.082370,0.528069,0.541791,71.420825
social,4035,5,0.170770,0.050536,4.082371,0.377971,0.541791,71.420825
social,4035,6,0.170770,0.105397,4.082370,2.685016,0.541791,71.420825
social,4035,7,0.170770,0.088779,4.082371,0.963893,0.541791,71.420825
social,4035,8,0.170770,0.077496,4.082371,0.815545,0.541791,71.420825
social,4035,9,0.170770,0.391119,4.082370,1.746014,0.541791,71.420825
social,4035,10,0.170770,0.073169,4.082370,0.846995,0.541791,71.420825
social,4036,1,0.659767,0.251071,4.284302,0.390933,0.666489,55.444847
social,4036,2,0.659767,0.273797,4.284302,0.631305,0.666489,55.444847
social,4036,3,0.659767,0.177034,4.284302,1.187334,0.666489,55.444847
social,4036,4,0.659767,0.268224,4.284302,1.725819,0.666489,55.444847
social,4036,5,0.659767,0.151372,4.284301,1.302013,0.666489,55.444847
social,4036,6,0.659767,0.331046,4.284301,1.542861,0.666489,55.444847
social,4036,7,0.659767,0.181643,4.284302,0.759767,0.666489,55.444847
social,4036,8,0.659767,0.253282,4.284302,1.009425,0.666489,55.444847
social,4036,9,0.659767,0.284910,4.284302,1.585099,0.666489,55.444847
social,4036,10,0.659767,0.161031,4.284302,1.182495,0.666489,55.444847
